id,review_date,title,review_text,product_category,user_country,verified_purchase,price,discount,rating,helpful_votes,total_votes,sentiment
654,2021-10-05,Okay Item,Highly recommend this product. Rating: 3/5!!!,Clothing,Germany,True,57.49,0.41,3,4,10,neutral
655,2019-04-04,Great Product," Terrible build quality, broke quickly. Rating: 4/5 ",Beauty,India,True,77.31,0.24,4,4,10,positive
656,2023-11-09,Okay Item,"Terrible  build  quality,  broke  quickly.  Rating:  4/5",Books,USA,True,38.49,0.36,4,4,10,positive
657,2021-08-15,Great Product,"Average item, nothing special. Rating: 4/5???",Sports,,True,224.95000000000002,0.38,4,7,14,positive
658,2021-10-08,Okay Item,Very bad quality and disappointing experience. Rating: 1/5???,Beauty,India,False,49.54,0.39,1,5,10,negative
659,2020-03-28,Bad Purchase,"Terrible  build  quality,  broke  quickly.  Rating:  3/5",Beauty,UK,True,61.87,0.01,3,5,16,neutral
660,2022-05-12,Best Buy,This product is amazing and works perfectly. Rating: 5/5!!!,Sports,India,True,11.36,0.33,5,7,8,positive
661,2021-06-30,Bad Purchase,NOT WORTH THE MONEY AT ALL. RATING: 1/5,Electronics,,False,77.95,0.11,1,2,5,negative
662,2019-08-06,Worth It,,Beauty,Germany,True,37.84,0.24,5,6,15,positive
663,2020-04-18,Best Buy," Terrible build quality, broke quickly. Rating: 1/5 ",Toys,USA,True,62.54,0.47,1,6,11,negative
664,2020-03-07,,This  product  is  amazing  and  works  perfectly.  Rating:  5/5,Toys,India,True,49.24,0.07,5,5,6,positive
665,2019-12-07,Worth It,Not worth the money at all. Rating: 3/5 😊,Home,USA,True,36.92,0.12,3,5,19,neutral
666,2020-07-04,Best Buy,NOT WORTH THE MONEY AT ALL. RATING: 4/5,Sports,Canada,True,2.66,0.46,4,4,15,positive
667,2023-06-24,Worth It,Decent  product  for  the  price.  Rating:  2/5,Electronics,Canada,True,29.91,0.29,2,4,13,negative
668,2022-08-05,Worth It,Highly recommend this product. Rating: 1/5 😊,Beauty,Singapore,True,50.31,0.12,1,6,13,negative
669,2022-07-01,Great Product,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 2/5,Sports,Australia,True,95.75,0.22,2,5,5,negative
670,2023-10-24,Best Buy, Decent product for the price. Rating: 2/5 ,Sports,UK,True,86.79,0.41,2,2,8,negative
671,2019-12-23,Great Product,Highly  recommend  this  product.  Rating:  3/5,Sports,Singapore,True,73.29,0.09,3,2,2,neutral
672,2019-01-23,Okay Item,"Average item, nothing special. Rating: 4/5 😊",Home,India,False,66.63,0.01,4,3,6,positive
673,2023-11-21,Worth It,Excellent  performance  and  great  value.  Rating:  4/5,Electronics,Canada,True,,0.09,4,4,4,positive
674,2020-06-05,Great Product,Not worth the money at all. Rating: 5/5!!!,Home,Singapore,False,-15.27,0.49,5,5,12,positive
675,2023-11-17,Okay Item,DECENT PRODUCT FOR THE PRICE. RATING: 4/5,Books,India,True,64.84,0.28,4,6,18,positive
676,2024-02-04,,Decent product for the price. Rating: 4/5???,Sports,UK,False,70.93,0.09,4,9,20,positive
677,2022-01-28,Worth It,Very bad quality and disappointing experience. Rating: 3/5???,Toys,UK,False,-2.44,0.39,3,3,5,neutral
678,2021-03-12,Great Product,,Sports,Germany,True,50.23,0.03,4,5,14,positive
679,2022-04-18,Worth It,Good  but  could  be  better.  Rating:  3/5,Sports,Canada,True,103.37,0.07,3,3,4,neutral
680,2022-05-31,Bad Purchase,,Electronics,Canada,True,53.77,0.38,5,4,15,positive
681,2024-04-13,Bad Purchase,"Terrible  build  quality,  broke  quickly.  Rating:  2/5",Toys,UK,True,165.06,0.09,2,3,16,negative
682,2021-01-31,Bad Purchase,Very bad quality and disappointing experience. Rating: 1/5!!!,Electronics,,True,10.28,0.1,1,9,18,negative
683,2023-08-10,Great Product, Excellent performance and great value. Rating: 4/5 ,Toys,Singapore,False,60.34,0.14,4,6,17,positive
684,2020-03-17,Best Buy,"Terrible  build  quality,  broke  quickly.  Rating:  2/5",Books,Singapore,False,19.5,0.12,2,1,1,negative
685,2023-06-20,Best Buy," Terrible build quality, broke quickly. Rating: 5/5 ",Books,UK,True,71.44,0.5,5,5,14,positive
686,2021-02-07,Great Product,Decent  product  for  the  price.  Rating:  5/5,Books,Australia,True,67.73,0.17,5,6,6,positive
687,2021-10-12,Okay Item,Very bad quality and disappointing experience. Rating: 1/5 😊,Home,Canada,True,64.51,0.06,1,6,15,negative
688,2022-09-10,Okay Item,Not  worth  the  money  at  all.  Rating:  2/5,Sports,Canada,True,100.69,0.38,2,4,16,negative
689,2020-05-30,Great Product,,Home,India,True,16.83,0.38,4,4,14,positive
690,2021-11-05,Great Product,Decent product for the price. Rating: 4/5 😊,Electronics,UK,True,61.88,0.36,4,3,9,positive
691,2021-03-02,Best Buy, Not worth the money at all. Rating: 3/5 ,Books,Singapore,True,234.95000000000002,0.28,3,2,15,neutral
692,2019-12-02,Best Buy,"Terrible build quality, broke quickly. Rating: 4/5!!!",Clothing,India,True,39.18,0.03,4,3,6,positive
693,2023-11-18,Bad Purchase,"I love this product, will buy again. Rating: 4/5!!!",Beauty,Canada,True,44.87,0.43,4,4,11,positive
694,2019-09-15,,Highly  recommend  this  product.  Rating:  3/5,Home,India,False,65.11,0.14,3,5,19,neutral
695,2020-05-11,Bad Purchase,Very  bad  quality  and  disappointing  experience.  Rating:  1/5,Clothing,Germany,True,84.92,0.06,1,5,16,negative
696,2021-06-14,Bad Purchase,"Average item, nothing special. Rating: 5/5!!!",Beauty,USA,True,29.25,0.49,5,2,9,positive
697,2019-06-09,Bad Purchase,"Terrible build quality, broke quickly. Rating: 2/5???",Electronics,Australia,True,77.0,0.26,2,2,5,negative
698,2023-02-07,Worth It,"Terrible  build  quality,  broke  quickly.  Rating:  5/5",Clothing,Singapore,False,34.87,0.44,5,4,12,positive
699,2021-05-01,Bad Purchase,,Beauty,Singapore,True,55.85,0.22,3,5,19,neutral
700,2023-08-15,Bad Purchase,Good but could be better. Rating: 4/5 😊,Sports,USA,True,106.5,0.03,4,6,7,positive
701,2024-04-15,Best Buy,,Home,Australia,False,81.78,0.08,5,6,15,positive
702,2020-11-20,Bad Purchase,Very  bad  quality  and  disappointing  experience.  Rating:  5/5,Sports,Australia,True,40.26,0.18,5,6,6,positive
703,2023-08-26,Bad Purchase,"I  love  this  product,  will  buy  again.  Rating:  3/5",Beauty,India,False,,0.06,3,4,15,neutral
704,2020-01-15,Best Buy,Decent product for the price. Rating: 2/5???,Home,UK,True,40.41,0.18,2,9,16,negative
705,2023-04-18,Best Buy,"I love this product, will buy again. Rating: 5/5 😊",Toys,UK,True,34.98,0.32,5,2,3,positive
706,2024-05-06,Great Product,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Toys,USA,True,,0.28,3,5,6,neutral
707,2021-08-14,Best Buy,This product is amazing and works perfectly. Rating: 2/5???,Toys,Singapore,True,96.21,0.4,2,8,18,negative
708,2020-11-21,,"Average item, nothing special. Rating: 5/5???",Books,Germany,True,41.29,0.42,5,6,7,positive
709,2022-12-21,Best Buy," I love this product, will buy again. Rating: 2/5 ",Toys,India,False,62.59,0.46,2,3,17,negative
710,2023-06-25,Best Buy, This product is amazing and works perfectly. Rating: 1/5 ,Sports,Canada,True,90.83,0.21,1,5,9,negative
711,2022-07-15,Worth It,"Average item, nothing special. Rating: 1/5???",Beauty,Germany,False,61.9,0.12,1,5,9,negative
712,2024-02-02,Okay Item,Not worth the money at all. Rating: 4/5!!!,Books,,False,40.95,0.02,4,6,16,positive
713,2023-05-20,Great Product," Average item, nothing special. Rating: 4/5 ",Clothing,UK,True,24.62,0.3,4,9,23,positive
714,2022-12-11,Okay Item,This product is amazing and works perfectly. Rating: 3/5!!!,Beauty,USA,True,-15.0,0.03,3,8,11,neutral
715,2022-04-06,Okay Item, Highly recommend this product. Rating: 3/5 ,Toys,Germany,False,108.58,0.0,3,1,6,neutral
716,2024-02-09,Best Buy,Excellent performance and great value. Rating: 3/5 😊,Clothing,Canada,False,21.03,0.17,3,7,18,neutral
717,2021-12-02,Worth It,Decent product for the price. Rating: 4/5 😊,Clothing,India,True,2.3,0.08,4,4,12,positive
718,2023-04-29,Bad Purchase," Terrible build quality, broke quickly. Rating: 1/5 ",Beauty,Canada,False,33.28,0.11,1,3,16,negative
719,2019-10-12,,"Terrible  build  quality,  broke  quickly.  Rating:  5/5",Books,Germany,True,66.57,0.33,5,5,9,positive
720,2020-02-01,Bad Purchase,Very bad quality and disappointing experience. Rating: 2/5 😊,Clothing,India,True,-8.38,0.26,2,5,10,negative
721,2019-01-12,Worth It,NOT WORTH THE MONEY AT ALL. RATING: 5/5,Electronics,India,True,70.49,0.49,5,4,18,positive
722,2023-06-19,Bad Purchase,Not worth the money at all. Rating: 2/5!!!,Sports,UK,True,38.62,0.3,2,6,17,negative
723,2022-08-18,Worth It,VERY BAD QUALITY AND DISAPPOINTING EXPERIENCE. RATING: 5/5,Clothing,UK,False,76.15,0.39,5,9,9,positive
724,2024-04-05,Okay Item,Highly  recommend  this  product.  Rating:  2/5,Books,USA,False,,0.49,2,8,12,negative
725,2022-06-30,Worth It,Excellent performance and great value. Rating: 1/5!!!,Clothing,Australia,True,11.26,0.13,1,3,8,negative
726,2020-05-13,Worth It,"I love this product, will buy again. Rating: 5/5???",Beauty,Canada,True,25.69,0.11,5,3,3,positive
727,2021-01-23,Okay Item,Excellent performance and great value. Rating: 5/5!!!,Electronics,India,True,100.9,0.32,5,5,11,positive
728,2019-02-04,, Good but could be better. Rating: 3/5 ,Books,Canada,True,40.89,0.33,3,8,11,neutral
729,2020-12-27,Great Product," Average item, nothing special. Rating: 4/5 ",Toys,Singapore,True,23.06,0.26,4,6,11,positive
730,2021-04-28,Best Buy,,Sports,Germany,True,7.81,0.2,4,6,19,positive
731,2019-03-31,Bad Purchase,Not worth the money at all. Rating: 5/5!!!,Sports,Canada,False,71.09,0.14,5,7,19,positive
732,2021-02-14,Great Product,"I love this product, will buy again. Rating: 3/5 😊",Books,Germany,False,54.89,0.42,3,4,14,neutral
733,2020-08-27,Okay Item,This product is amazing and works perfectly. Rating: 4/5 😊,Books,India,True,65.49,0.16,4,7,20,positive
734,2024-04-29,,"I love this product, will buy again. Rating: 4/5???",Sports,India,True,,0.12,4,10,14,positive
735,2021-08-27,Great Product,"Average  item,  nothing  special.  Rating:  3/5",Clothing,India,False,98.27,0.4,3,3,16,neutral
736,2023-06-14,Bad Purchase, Very bad quality and disappointing experience. Rating: 5/5 ,Toys,USA,True,116.64999999999999,0.13,5,7,18,positive
737,2021-10-18,Worth It,"Average item, nothing special. Rating: 2/5???",Home,Canada,True,85.31,0.24,2,3,14,negative
738,2020-02-22,Great Product,Highly recommend this product. Rating: 2/5 😊,Clothing,Canada,True,61.72,0.28,2,5,8,negative
739,2019-04-25,,HIGHLY RECOMMEND THIS PRODUCT. RATING: 4/5,Sports,,True,58.08,0.06,4,1,11,positive
740,2020-09-08,Worth It,Good but could be better. Rating: 4/5!!!,Clothing,Germany,True,117.72,0.49,4,6,10,positive
741,2024-04-10,Great Product,Good but could be better. Rating: 2/5 😊,Sports,Germany,True,49.8,0.23,2,2,4,negative
742,2022-05-04,Okay Item,Highly  recommend  this  product.  Rating:  3/5,Electronics,,False,108.48,0.03,3,3,11,neutral
743,2021-04-05,Best Buy,Good but could be better. Rating: 5/5 😊,Toys,USA,False,13.01,0.16,5,2,2,positive
744,2023-03-05,,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 2/5",Books,Australia,True,40.27,0.28,2,5,13,negative
745,2023-07-08,Worth It, Very bad quality and disappointing experience. Rating: 4/5 ,Books,Australia,True,58.76,0.35,4,3,17,positive
746,2023-02-25,Worth It,"Terrible  build  quality,  broke  quickly.  Rating:  4/5",Toys,Australia,True,15.6,0.36,4,5,9,positive
747,2022-01-03,,Decent product for the price. Rating: 3/5!!!,Electronics,USA,True,76.29,0.13,3,2,8,neutral
748,2020-02-17,Best Buy, Good but could be better. Rating: 5/5 ,Beauty,Germany,True,33.41,0.16,5,4,13,positive
749,2022-10-31,Great Product,,Home,Canada,False,31.35,0.03,4,6,12,positive
750,2022-12-14,Worth It,Decent product for the price. Rating: 4/5???,Electronics,Singapore,True,62.3,0.47,4,6,20,positive
751,2020-12-29,Okay Item,Not  worth  the  money  at  all.  Rating:  4/5,Clothing,Germany,True,30.89,0.01,4,5,8,positive
752,2022-07-24,Best Buy,Decent  product  for  the  price.  Rating:  4/5,Sports,USA,True,34.62,0.39,4,1,13,positive
753,2021-10-17,Best Buy,Decent product for the price. Rating: 4/5 😊,Sports,Singapore,True,24.9,0.27,4,5,14,positive
754,2021-01-30,Okay Item,"Terrible build quality, broke quickly. Rating: 5/5!!!",Beauty,Germany,True,54.66,0.3,5,7,8,positive
755,2020-11-06,Worth It,"I love this product, will buy again. Rating: 3/5???",Sports,Singapore,True,378.6,0.42,3,7,7,neutral
756,2022-11-18,Best Buy,"I love this product, will buy again. Rating: 3/5 😊",Toys,Canada,True,63.29,0.24,3,4,17,neutral
757,2024-03-07,Okay Item,Good  but  could  be  better.  Rating:  2/5,Toys,UK,True,,0.36,2,2,14,negative
758,2020-04-01,Okay Item,"I love this product, will buy again. Rating: 1/5 😊",Electronics,Canada,True,45.74,0.19,1,4,13,negative
759,2021-07-08,Worth It,,Beauty,Australia,True,60.38,0.42,1,4,10,negative
760,2019-07-11,Best Buy, Very bad quality and disappointing experience. Rating: 5/5 ,Toys,USA,False,103.71,0.17,5,6,7,positive
761,2021-01-08,Great Product,"Average item, nothing special. Rating: 4/5???",Toys,Germany,True,,0.06,4,4,5,positive
762,2023-09-09,Worth It," I love this product, will buy again. Rating: 4/5 ",Books,Germany,False,57.66,0.18,4,3,8,positive
763,2022-01-27,Bad Purchase,"I  love  this  product,  will  buy  again.  Rating:  4/5",Clothing,,True,5.49,0.49,4,2,6,positive
764,2023-04-21,Okay Item,This  product  is  amazing  and  works  perfectly.  Rating:  5/5,Home,Australia,True,,0.33,5,4,8,positive
765,2021-09-04,Best Buy,Decent  product  for  the  price.  Rating:  4/5,Books,Canada,True,35.66,0.15,4,8,19,positive
766,2021-10-05,Bad Purchase,Highly recommend this product. Rating: 5/5!!!,Toys,India,True,62.26,0.34,5,7,8,positive
767,2019-04-06,Great Product,This  product  is  amazing  and  works  perfectly.  Rating:  3/5,Clothing,Germany,True,30.03,0.47,3,5,11,neutral
768,2023-08-15,Okay Item,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Books,USA,True,-19.75,0.02,5,10,21,positive
769,2020-10-24,Bad Purchase," Terrible build quality, broke quickly. Rating: 4/5 ",Electronics,Singapore,True,30.27,0.39,4,8,21,positive
770,2022-04-28,Bad Purchase,Highly recommend this product. Rating: 3/5???,Beauty,Singapore,True,2.96,0.26,3,6,13,neutral
771,2023-10-26,Best Buy,Highly  recommend  this  product.  Rating:  4/5,Books,USA,True,15.48,0.13,4,4,4,positive
772,2019-02-06,Great Product,Not worth the money at all. Rating: 4/5???,Electronics,Germany,True,77.01,0.31,4,8,11,positive
773,2023-12-09,Bad Purchase,Decent  product  for  the  price.  Rating:  2/5,Toys,Singapore,True,76.5,0.36,2,2,15,negative
774,2022-10-24,Okay Item,Good but could be better. Rating: 4/5 😊,Sports,UK,True,26.53,0.38,4,6,14,positive
775,2023-09-15,Worth It, Good but could be better. Rating: 3/5 ,Clothing,,True,,0.15,3,2,11,neutral
776,2023-03-29,Best Buy, Decent product for the price. Rating: 1/5 ,Toys,USA,True,81.02,0.14,1,10,23,negative
777,2019-10-06,Worth It,"Terrible  build  quality,  broke  quickly.  Rating:  5/5",Beauty,USA,True,157.85,0.06,5,6,11,positive
778,2019-08-05,Okay Item,"Average  item,  nothing  special.  Rating:  4/5",Electronics,UK,True,17.53,0.35,4,9,20,positive
779,2021-05-16,Worth It,Excellent performance and great value. Rating: 5/5!!!,Beauty,UK,True,31.05,0.0,5,3,3,positive
780,2021-05-22,Bad Purchase,,Home,Australia,True,,0.42,4,8,13,positive
781,2023-12-27,Bad Purchase,,Electronics,India,True,20.97,0.2,3,5,9,neutral
782,2022-07-20,Okay Item,Not worth the money at all. Rating: 4/5 😊,Home,Germany,True,-8.61,0.16,4,9,16,positive
783,2024-03-19,Worth It,"Terrible  build  quality,  broke  quickly.  Rating:  4/5",Books,India,True,58.7,0.46,4,9,14,positive
784,2019-03-03,Best Buy,"AVERAGE ITEM, NOTHING SPECIAL. RATING: 5/5",Home,Singapore,False,80.55,0.21,5,5,7,positive
785,2020-08-18,Okay Item, Good but could be better. Rating: 3/5 ,Clothing,Canada,True,26.61,0.07,3,5,17,neutral
786,2024-03-18,,"Terrible build quality, broke quickly. Rating: 5/5!!!",Home,USA,True,84.26,0.06,5,4,9,positive
787,2020-12-29,Great Product,This product is amazing and works perfectly. Rating: 5/5 😊,Beauty,Singapore,True,83.45,0.16,5,15,16,positive
788,2022-09-27,Worth It," Terrible build quality, broke quickly. Rating: 4/5 ",Clothing,Singapore,True,33.69,0.26,4,5,8,positive
789,2020-02-01,Bad Purchase,Not worth the money at all. Rating: 5/5!!!,Beauty,USA,True,22.89,0.39,5,4,4,positive
790,2020-11-29,Best Buy,Good but could be better. Rating: 3/5 😊,Electronics,,False,69.76,0.05,3,5,6,neutral
791,2021-11-08,Great Product,"Average item, nothing special. Rating: 5/5!!!",Electronics,Singapore,True,559.25,0.06,5,6,11,positive
792,2019-06-26,Best Buy,,Sports,India,True,82.33,0.44,4,6,19,positive
793,2023-06-24,Great Product,Excellent performance and great value. Rating: 1/5!!!,Home,India,True,85.88,0.17,1,5,8,negative
794,2020-01-31,Bad Purchase,Good but could be better. Rating: 5/5!!!,Clothing,USA,True,74.78,0.4,5,5,14,positive
795,2020-03-20,Okay Item,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 4/5,Clothing,Australia,False,344.79999999999995,0.4,4,5,19,positive
796,2022-06-10,Okay Item,"Terrible build quality, broke quickly. Rating: 4/5???",Clothing,Australia,False,68.88,0.42,4,6,19,positive
797,2024-04-22,Bad Purchase,Very bad quality and disappointing experience. Rating: 4/5???,Books,Singapore,True,64.58,0.45,4,3,10,positive
798,2019-03-17,Bad Purchase,This  product  is  amazing  and  works  perfectly.  Rating:  2/5,Clothing,Germany,True,-19.83,0.09,2,6,19,negative
799,2019-09-22,Okay Item,Highly recommend this product. Rating: 4/5???,Sports,Australia,True,105.69,0.12,4,3,13,positive
800,2020-03-30,,Not worth the money at all. Rating: 5/5???,Beauty,Singapore,True,32.28,0.09,5,5,16,positive
801,2023-12-25,Worth It,"Average item, nothing special. Rating: 1/5 😊",Electronics,UK,True,66.55,0.11,1,2,11,negative
802,2020-12-18,Best Buy,THIS PRODUCT IS AMAZING AND WORKS PERFECTLY. RATING: 3/5,Toys,UK,True,78.3,0.35,3,6,13,neutral
803,2021-01-04,Great Product,,Books,UK,True,12.3,0.4,1,7,17,negative
804,2022-11-08,Bad Purchase, Decent product for the price. Rating: 3/5 ,Clothing,,True,78.07,0.18,3,3,12,neutral
805,2023-05-07,Okay Item, This product is amazing and works perfectly. Rating: 4/5 ,Toys,Singapore,True,10.32,0.41,4,4,8,positive
806,2021-04-30,Worth It,Decent product for the price. Rating: 5/5???,Home,Singapore,True,72.89,0.43,5,7,20,positive
807,2023-03-10,,,Beauty,Australia,True,46.07,0.27,5,5,12,positive
808,2022-10-22,Great Product,"I  love  this  product,  will  buy  again.  Rating:  4/5",Clothing,Australia,True,51.55,0.17,4,3,15,positive
809,2019-05-24,Okay Item,"Terrible build quality, broke quickly. Rating: 3/5 😊",Sports,,True,56.18,0.11,3,5,16,neutral
810,2021-06-03,,Good  but  could  be  better.  Rating:  5/5,Sports,UK,True,36.18,0.15,5,5,8,positive
811,2021-12-28,Okay Item,Decent  product  for  the  price.  Rating:  5/5,Beauty,Australia,True,,0.48,5,4,16,positive
812,2022-01-27,Great Product,,Sports,,False,54.29,0.13,4,2,8,positive
813,2020-01-31,,,Electronics,UK,False,44.09,0.45,4,7,12,positive
814,2021-11-14,Bad Purchase,"Average item, nothing special. Rating: 5/5???",Books,USA,True,78.72,0.02,5,6,18,positive
815,2021-08-05,Worth It,This product is amazing and works perfectly. Rating: 4/5???,Beauty,,True,52.87,0.17,4,3,7,positive
816,2021-06-09,Bad Purchase,"Average  item,  nothing  special.  Rating:  3/5",Beauty,,True,45.01,0.47,3,1,15,neutral
817,2023-02-01,Okay Item,Decent  product  for  the  price.  Rating:  4/5,Home,Germany,True,70.8,0.03,4,4,8,positive
818,2023-02-16,Worth It,Highly  recommend  this  product.  Rating:  1/5,Sports,India,True,102.69999999999999,0.27,1,8,12,negative
819,2023-05-08,Great Product, Very bad quality and disappointing experience. Rating: 3/5 ,Toys,Germany,True,326.5,0.28,3,11,13,neutral
820,2022-03-20,Okay Item,Decent product for the price. Rating: 3/5!!!,Clothing,USA,True,77.22,0.33,3,3,9,neutral
821,2022-03-13,Great Product,"Terrible build quality, broke quickly. Rating: 2/5!!!",Electronics,India,False,42.98,0.32,2,3,5,negative
822,2020-07-22,Bad Purchase," Average item, nothing special. Rating: 1/5 ",Sports,USA,False,15.01,0.25,1,7,17,negative
823,2021-11-28,Worth It,Not worth the money at all. Rating: 2/5 😊,Home,USA,True,40.77,0.43,2,7,17,negative
824,2019-04-19,Best Buy,"Average  item,  nothing  special.  Rating:  4/5",Home,USA,True,28.82,0.23,4,3,17,positive
825,2023-09-13,Worth It,This product is amazing and works perfectly. Rating: 5/5 😊,Books,Singapore,True,58.15,0.42,5,7,11,positive
826,2021-12-01,,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Electronics,India,False,59.16,0.41,5,2,10,positive
827,2022-04-24,Bad Purchase,Not worth the money at all. Rating: 3/5 😊,Beauty,Canada,True,75.81,0.05,3,6,11,neutral
828,2021-07-23,,Highly recommend this product. Rating: 4/5???,Electronics,USA,True,60.2,0.08,4,6,14,positive
829,2020-02-02,Great Product,"Average item, nothing special. Rating: 5/5???",Books,USA,True,61.02,0.46,5,11,25,positive
830,2022-05-31,,"Average item, nothing special. Rating: 2/5 😊",Electronics,Germany,True,35.61,0.49,2,2,15,negative
831,2020-09-25,Bad Purchase,Excellent performance and great value. Rating: 4/5!!!,Clothing,Germany,True,-23.48,0.0,4,3,15,positive
832,2022-03-02,Okay Item,Not worth the money at all. Rating: 5/5!!!,Electronics,Singapore,True,46.06,0.25,5,6,12,positive
833,2022-04-01,Okay Item,"I love this product, will buy again. Rating: 1/5 😊",Toys,Canada,True,1.43,0.04,1,5,14,negative
834,2022-05-23,Best Buy,,Toys,Canada,True,56.63,0.28,5,2,5,positive
835,2021-01-02,Best Buy,Excellent performance and great value. Rating: 5/5!!!,Books,Singapore,True,103.21,0.43,5,4,9,positive
836,2019-08-23,Okay Item,Very  bad  quality  and  disappointing  experience.  Rating:  1/5,Home,Germany,False,22.35,0.14,1,5,9,negative
837,2024-02-10,Worth It,Good but could be better. Rating: 1/5???,Toys,Singapore,True,63.07,0.38,1,7,12,negative
838,2020-10-19,Great Product,Very  bad  quality  and  disappointing  experience.  Rating:  1/5,Beauty,Canada,True,80.95,0.38,1,1,7,negative
839,2021-01-20,Best Buy,This  product  is  amazing  and  works  perfectly.  Rating:  3/5,Electronics,India,True,41.59,0.44,3,3,16,neutral
840,2020-08-10,Best Buy,Excellent  performance  and  great  value.  Rating:  4/5,Clothing,Singapore,False,105.03,0.26,4,6,20,positive
841,2021-10-29,Worth It,Decent product for the price. Rating: 4/5!!!,Clothing,Singapore,True,102.98,0.42,4,1,6,positive
842,2022-01-02,Great Product, Good but could be better. Rating: 3/5 ,Books,Germany,True,152.6,0.21,3,4,5,neutral
843,2021-08-11,Best Buy,Excellent performance and great value. Rating: 5/5???,Books,Singapore,True,34.95,0.26,5,6,12,positive
844,2020-05-06,Best Buy,NOT WORTH THE MONEY AT ALL. RATING: 3/5,Sports,Germany,True,89.83,0.11,3,7,21,neutral
845,2021-07-01,Okay Item,NOT WORTH THE MONEY AT ALL. RATING: 1/5,Toys,,False,7.49,0.29,1,2,15,negative
846,2022-06-30,Okay Item,Decent  product  for  the  price.  Rating:  3/5,Beauty,Canada,True,8.56,0.16,3,5,11,neutral
847,2022-06-07,Great Product,Not  worth  the  money  at  all.  Rating:  4/5,Beauty,USA,True,,0.32,4,1,2,positive
848,2023-03-23,Worth It, Good but could be better. Rating: 3/5 ,Home,USA,True,49.41,0.23,3,5,18,neutral
849,2022-04-12,Worth It, This product is amazing and works perfectly. Rating: 3/5 ,Home,Singapore,False,77.28,0.38,3,5,5,neutral
850,2023-08-04,Bad Purchase,This product is amazing and works perfectly. Rating: 2/5???,Clothing,Germany,True,4.09,0.41,2,4,9,negative
851,2022-04-06,Great Product,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 5/5",Clothing,,True,40.41,0.25,5,3,5,positive
852,2019-06-19,Great Product,Highly recommend this product. Rating: 5/5 😊,Home,USA,True,80.16,0.2,5,2,13,positive
853,2022-11-17,Great Product,GOOD BUT COULD BE BETTER. RATING: 3/5,Electronics,Canada,True,83.0,0.2,3,4,8,neutral
854,2021-08-03,,,Beauty,USA,True,25.099999999999998,0.46,3,3,4,neutral
855,2021-03-05,Bad Purchase,Highly recommend this product. Rating: 4/5!!!,Books,Germany,True,90.56,0.05,4,6,17,positive
856,2020-09-25,Okay Item,Highly recommend this product. Rating: 4/5 😊,Books,Germany,True,-22.31,0.13,4,6,19,positive
857,2022-05-02,Okay Item, Not worth the money at all. Rating: 3/5 ,Toys,Germany,False,69.86,0.48,3,3,14,neutral
858,2023-03-21,Best Buy,Very bad quality and disappointing experience. Rating: 5/5???,Electronics,Germany,True,35.53,0.14,5,8,11,positive
859,2019-01-29,Worth It,Decent product for the price. Rating: 4/5???,Beauty,Canada,True,59.93,0.02,4,6,10,positive
860,2022-04-03,Best Buy,Very bad quality and disappointing experience. Rating: 4/5!!!,Electronics,India,True,,0.19,4,6,6,positive
861,2022-12-16,Bad Purchase,Highly  recommend  this  product.  Rating:  4/5,Home,Canada,True,86.11,0.49,4,6,12,positive
862,2019-12-05,Great Product,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 5/5,Clothing,UK,False,-11.01,0.36,5,4,4,positive
863,2023-07-30,," Average item, nothing special. Rating: 5/5 ",Sports,,True,,0.28,5,5,10,positive
864,2023-02-28,Okay Item,Highly  recommend  this  product.  Rating:  1/5,Clothing,UK,False,61.55,0.3,1,4,18,negative
865,2022-10-20,Okay Item,Excellent performance and great value. Rating: 3/5!!!,Books,Singapore,False,66.22,0.21,3,9,10,neutral
866,2024-01-31,Worth It,"Terrible build quality, broke quickly. Rating: 4/5!!!",Beauty,Canada,True,30.99,0.28,4,2,14,positive
867,2022-09-27,Great Product,Excellent performance and great value. Rating: 3/5???,Home,USA,True,58.42,0.5,3,6,15,neutral
868,2020-05-14,Okay Item,This product is amazing and works perfectly. Rating: 4/5???,Electronics,Singapore,False,16.02,0.09,4,10,24,positive
869,2023-08-08,Bad Purchase,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 5/5",Beauty,Australia,True,48.15,0.17,5,6,19,positive
870,2020-05-25,Great Product,EXCELLENT PERFORMANCE AND GREAT VALUE. RATING: 4/5,Books,India,True,58.65,0.27,4,4,8,positive
871,2022-09-12,Okay Item,"I LOVE THIS PRODUCT, WILL BUY AGAIN. RATING: 5/5",Electronics,India,True,37.5,0.29,5,7,20,positive
872,2019-08-05,Great Product,"I love this product, will buy again. Rating: 3/5???",Beauty,Canada,False,43.78,0.36,3,5,16,neutral
873,2022-08-17,Great Product,Excellent performance and great value. Rating: 5/5???,Sports,,True,70.75,0.19,5,5,16,positive
